Timestamp,Buildid,Cellname,Productarticlenumber,Lost Time in minutes,Linename,Product_expectedbuildtime,Actual_buildtime_step,Process_losttime,Interferencecomment,Interferencecategorymain,Interferencecategorysub,Productname
2056-11-03T00:00:00.000-07:00,616721,Housing Assembly,5370-270-204,null,Model Value Stream,360,172,null,null,null,null,5370-270-204_CL EM-50-10 90V GEN2,
2056-11-28T00:00:00.000-08:00,616718,Final Assembly,5370-270-204,null,Model Value Stream,360,33,null,null,null,null,5370-270-204_CL EM-50-10 90V GEN2,
2056-12-01T00:00:00.000-08:00,616721,Final Assembly,5370-270-204,null,Model Value Stream,360,37,null,null,null,null,5370-270-204_CL EM-50-10 90V GEN2,
2056-12-15T00:00:00.000-08:00,616658,Final Assembly,5370-273-219,null,Model Value Stream,600,40,null,null,null,null,5370-273-219_C/B UM-50-2030 90V GEN2,
2056-12-16T00:00:00.000-08:00,616846,Burnish and Inspection,5370-169-213,null,Model Value Stream,360,14,null,null,null,null,5370-169-213_BK EM-180-20 24V GEN2,
2057-01-02T00:00:00.000-08:00,616725,Burnish and Inspection,5370-273-204,95.24619,Model Value Stream,600,6315,5715,"Wait for 0304 shafts, no shaft op, trouble calling up program, warming up machines ",Long Machining Cycle Time,,5370-273-204_C/B UM-50-1020 90V GEN2,
2057-01-05T00:00:00.000-08:00,616774,Burnish and Inspection,5370-273-204,16.715998,Model Value Stream,600,1603,1003,Wait for 0305 shaft- wait for elmass ,Long Machining Cycle Time,,5370-273-204_C/B UM-50-1020 90V GEN2,
2057-01-07T00:00:00.000-08:00,616727,Burnish and Inspection,5370-273-214,6.216418,Model Value Stream,600,973,373,"Wait for armature assembly, op working slower than cycle time ",Long Machining Cycle Time,,5370-273-214_C/B UM-180-1020 90V GEN2,
2057-03-20T00:00:00.000-07:00,616648,Hub-Shaft-Armature Assembly,5370-169-209,0.66664,Model Value Stream,360,640,40,Wait for elmass for 0302 shaft ,Shaft-Armature Machine,,5370-169-209 BK EM 100-20 90V GEN2,
2057-04-15T00:00:00.000-07:00,616620,Hub-Shaft-Armature Assembly,5371-170-046,6.133088,Model Value Stream,600,728,368,"Kits before this were not in mbrain, wait for kits to catch up to mbrain ",MBrain Error,,"5371-170-046_ BRAKE: ERS-68/EM-210, 24V",
2057-04-21T00:00:00.000-07:00,616571,Housing Assembly,5370-169-289,null,Model Value Stream,720,7,null,null,null,null,5370-169-289_BK EM-180-20FBB 90V GEN2,
2057-04-22T00:00:00.000-07:00,616576,Housing Assembly,5370-270-214,2.483234,Model Value Stream,360,509,149,Forgot to validate ,Operator Error/Mistake,,5370-270-214_CL EM-180-10 90V GEN2,
2057-04-26T00:00:00.000-07:00,616570,Housing Assembly,5370-273-203,8.66632,Model Value Stream,600,1120,520,"Went over cycle time, TL in cell re-run part ",Housing Machine,,5370-273-203_C/B UM50-1020 24V GEN2,
2057-05-28T00:00:00.000-07:00,615327,Final Assembly,5370-273-208,null,Model Value Stream,600,244,null,null,null,null,5370-273-208_C/B UM-100-1020 24V GEN2,
2057-06-13T00:00:00.000-07:00,616525,Burnish and Inspection,5370-273-099,3.316534,Model Value Stream,1380,799,199,"Cycle times not meeting with other cells, long build time ",Incorrect Standard Work,,5370-273-099_CL BK EUM-50-1020W 90V,
2057-08-05T00:00:00.000-07:00,615492,Kitting,5370-169-278,null,Model Value Stream,720,null,null,null,null,null,5370-169-278_BK EM-50-20FBB 24V GEN2,
2057-08-16T00:00:00.000-07:00,616525,Kitting,5370-273-099,10.766236,Model Value Stream,1380,930,646,Work order is for 3 modules. Parts by the Cafe.,Incorrect Kitting Standard Time,,5370-273-099_CL BK EUM-50-1020W 90V,
2057-09-15T00:00:00.000-07:00,616313,Hub-Shaft-Armature Assembly,5370-169-289,null,Model Value Stream,720,359,null,null,null,null,5370-169-289_BK EM-180-20FBB 90V GEN2,
2057-11-13T00:00:00.000-08:00,615492,Final Assembly,5370-169-278,null,Model Value Stream,720,160,null,null,null,null,5370-169-278_BK EM-50-20FBB 24V GEN2,
2057-11-16T00:00:00.000-08:00,615495,Final Assembly,5370-169-278,null,Model Value Stream,720,null,null,null,null,null,5370-169-278_BK EM-50-20FBB 24V GEN2,
2057-11-24T00:00:00.000-08:00,616315,Final Assembly,5370-273-209,null,Model Value Stream,600,56,null,null,null,null,5370-273-209_C/B UM-100-1020 90V GEN2,
2057-11-25T00:00:00.000-08:00,616193,Final Assembly,5370-273-254,null,Model Value Stream,600,118,null,null,null,null,5370-273-254_C/B UM-180-1020FBC 90V GEN2,
2057-12-01T00:00:00.000-08:00,616142,Final Assembly,5370-273-323,null,Model Value Stream,600,26,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2057-12-05T00:00:00.000-08:00,616146,Final Assembly,5370-273-323,null,Model Value Stream,600,191,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2057-12-08T00:00:00.000-08:00,616320,Burnish and Inspection,5370-169-203,null,Model Value Stream,360,null,null,null,null,null,5370-169-203_BK EM-50-20 24V GEN2,
2057-12-10T00:00:00.000-08:00,616322,Burnish and Inspection,5370-169-203,null,Model Value Stream,360,null,null,null,null,null,5370-169-203_BK EM-50-20 24V GEN2,
2057-12-22T00:00:00.000-08:00,616138,Burnish and Inspection,5370-273-323,null,Model Value Stream,600,494,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2057-12-31T00:00:00.000-08:00,616318,Pack Station,5370-169-203,null,Model Value Stream,360,226,null,null,null,null,5370-169-203_BK EM-50-20 24V GEN2,
2058-01-17T00:00:00.000-08:00,616138,Pack Station,5370-273-323,null,Model Value Stream,600,149,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-01-21T00:00:00.000-08:00,616142,Pack Station,5370-273-323,null,Model Value Stream,600,192,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-02-12T00:00:00.000-08:00,616091,Kitting,5370-169-289,null,Model Value Stream,720,112,null,null,null,null,5370-169-289_BK EM-180-20FBB 90V GEN2,
2058-01-27T00:00:00.000-08:00,616008,Kitting,5370-169-204,null,Model Value Stream,360,124,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2058-03-05T00:00:00.000-08:00,616139,Kitting,5370-273-323,15.24939,Model Value Stream,600,1199,915,Waiting for bin to put kit in.,Incorrect Kitting Standard Time,,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-02-18T00:00:00.000-08:00,615292,Kitting,5370-273-238,12.532832,Model Value Stream,600,1036,752,Work order is for 3 modules.  Parts by the Cafe.  Had to take the long way due to morning meeting blocking the way.,Incorrect Kitting Standard Time,Kitting distance,5370-273-238_CBUM180-1020 90V SM-ST GEN2,
2058-03-18T00:00:00.000-07:00,616007,Hub-Shaft-Armature Assembly,5370-169-204,3.733184,Model Value Stream,360,584,224,"Set up 0299 shaft, cycle times not meeting with other cells ",Shaft-Armature Machine,,5370-169-204_BK EM-50-20 90V GEN2,
2058-04-01T00:00:00.000-07:00,615293,Hub-Shaft-Armature Assembly,5370-273-238,null,Model Value Stream,600,363,null,null,null,null,5370-273-238_CBUM180-1020 90V SM-ST GEN2,
2058-05-15T00:00:00.000-07:00,616134,Housing Assembly,5370-273-323,null,Model Value Stream,600,7,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-05-24T00:00:00.000-07:00,616007,Final Assembly,5370-169-204,null,Model Value Stream,360,2,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2058-05-25T00:00:00.000-07:00,616008,Final Assembly,5370-169-204,null,Model Value Stream,360,99,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2058-05-29T00:00:00.000-07:00,616015,Final Assembly,5370-169-289,null,Model Value Stream,720,5,null,null,null,null,5370-169-289_BK EM-180-20FBB 90V GEN2,
2058-06-22T00:00:00.000-07:00,616135,Final Assembly,5370-273-323,null,Model Value Stream,600,34,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-07-22T00:00:00.000-07:00,615498,Burnish and Inspection,5370-273-323,null,Model Value Stream,600,465,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-07-25T00:00:00.000-07:00,616131,Burnish and Inspection,5370-273-323,null,Model Value Stream,600,63,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-07-27T00:00:00.000-07:00,616133,Burnish and Inspection,5370-273-323,8.283002,Model Value Stream,600,1097,497,"Wait for 0314 shaft, housing op fill in for shaft op, built armature upside down ",Long Machining Cycle Time,,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-08-02T00:00:00.000-07:00,616211,Burnish and Inspection,5371-169-034,null,Model Value Stream,480,31,null,null,null,null,5371-169-034_BK EM-210-20 24V,
2058-08-09T00:00:00.000-07:00,615469,Pack Station,5370-169-218,null,Model Value Stream,360,15,null,null,null,null,"5370-169-218_BRAKE EM-50-20MB, 24V",
2058-08-11T00:00:00.000-07:00,616015,Pack Station,5370-169-289,null,Model Value Stream,720,105,null,null,null,null,5370-169-289_BK EM-180-20FBB 90V GEN2,
2058-08-21T00:00:00.000-07:00,616041,Pack Station,5370-273-214,null,Model Value Stream,600,135,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2058-09-21T00:00:00.000-07:00,616013,Kitting,5370-169-288,null,Model Value Stream,720,110,null,null,null,null,5370-169-288_BK EM-180-20FBB 24V GEN2,
2058-09-23T00:00:00.000-07:00,616014,Kitting,5370-169-289,null,Model Value Stream,720,104,null,null,null,null,5370-169-289_BK EM-180-20FBB 90V GEN2,
2058-10-03T00:00:00.000-07:00,615466,Kitting,5370-273-204,null,Model Value Stream,600,124,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2058-12-29T00:00:00.000-08:00,615243,Housing Assembly,5371-273-093,null,Model Value Stream,720,15,null,null,null,null,5371-273-093_UM210-2030 90VDC W/O AG SPR,
2059-01-18T00:00:00.000-08:00,498317,Final Assembly,5370-170-211,null,Model Value Stream,360,200,null,null,null,null,5370-170-211_BK ASM EM-180/ERS-57 24V,
2059-03-24T00:00:00.000-07:00,615369,Pack Station,5370-169-289,null,Model Value Stream,720,101,null,null,null,null,5370-169-289_BK EM-180-20FBB 90V GEN2,
2059-03-30T00:00:00.000-07:00,498316,Pack Station,5370-170-211,16.949322,Model Value Stream,360,1377,1017,"Confusion with kits on mbrain, validated ahead, kits out of order ",Pack Interferences,,5370-170-211_BK ASM EM-180/ERS-57 24V,
2059-05-13T00:00:00.000-07:00,348510,Kitting,5371-273-031,null,Model Value Stream,1200,38,null,null,null,null,5371-273-031_CL BK EUM-210-2030 90V,
2059-05-18T00:00:00.000-07:00,550565,Hub-Shaft-Armature Assembly,5370-170-207,13.58279,Model Value Stream,480,1175,815,Started clock before op had a board ,Technical Support,,5370-170-207_BK ASM EM-50-20/ERS-49 90V,
2059-06-06T00:00:00.000-07:00,586252,Housing Assembly,5371-169-023,null,Model Value Stream,480,4,null,null,null,null,5371-169-023_BK EM-210-20 90V,
2059-06-07T00:00:00.000-07:00,586256,Housing Assembly,5371-169-023,11.932856,Model Value Stream,480,1196,716,Start up/ warm up ,Housing Machine,,5371-169-023_BK EM-210-20 90V,
2058-02-23T00:00:00.000-08:00,615499,Kitting,5370-273-323,null,Model Value Stream,600,136,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-02-01T00:00:00.000-08:00,615491,Kitting,5370-169-278,null,Model Value Stream,720,4,null,null,null,null,5370-169-278_BK EM-50-20FBB 24V GEN2,
2058-02-13T00:00:00.000-08:00,615470,Kitting,5370-170-212,1.233284,Model Value Stream,360,358,74,Parts by the Cafe.,Incorrect Kitting Standard Time,Kitting distance,5370-170-212_BK ASM EM-180/ERS-57 90V,
2058-03-25T00:00:00.000-07:00,616005,Hub-Shaft-Armature Assembly,5370-270-214,4.816474,Model Value Stream,360,649,289,Cycle time counting before op had a board ,MBrain Error,,5370-270-214_CL EM-180-10 90V GEN2,
2058-03-27T00:00:00.000-07:00,616084,Hub-Shaft-Armature Assembly,5370-273-204,2.83322,Model Value Stream,600,770,170,"Wait for board, Cycle times not meeting with other cells ",Shared Equipment,,5370-273-204_C/B UM-50-1020 90V GEN2,
2058-04-02T00:00:00.000-07:00,615294,Hub-Shaft-Armature Assembly,5370-273-238,null,Model Value Stream,600,370,null,null,null,null,5370-273-238_CBUM180-1020 90V SM-ST GEN2,
2058-04-22T00:00:00.000-07:00,616010,Housing Assembly,5370-169-204,null,Model Value Stream,360,244,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2058-05-18T00:00:00.000-07:00,616137,Housing Assembly,5370-273-323,null,Model Value Stream,600,12,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-05-22T00:00:00.000-07:00,616211,Housing Assembly,5371-169-034,null,Model Value Stream,480,23,null,null,null,null,5371-169-034_BK EM-210-20 24V,
2058-05-28T00:00:00.000-07:00,616011,Final Assembly,5370-169-204,null,Model Value Stream,360,88,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2058-06-04T00:00:00.000-07:00,616004,Final Assembly,5370-270-214,null,Model Value Stream,360,4,null,null,null,null,5370-270-214_CL EM-180-10 90V GEN2,
2058-06-05T00:00:00.000-07:00,616005,Final Assembly,5370-270-214,null,Model Value Stream,360,2,null,null,null,null,5370-270-214_CL EM-180-10 90V GEN2,
2058-07-21T00:00:00.000-07:00,615497,Burnish and Inspection,5370-273-323,2.399904,Model Value Stream,600,744,144,Wait for housing- not following standard ,Shared Equipment,,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-07-23T00:00:00.000-07:00,615499,Burnish and Inspection,5370-273-323,17.682626,Model Value Stream,600,1661,1061,"Wait for housing- set up for 0064, rest break ",Shared Equipment,,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-07-26T00:00:00.000-07:00,616132,Burnish and Inspection,5370-273-323,null,Model Value Stream,600,421,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-07-30T00:00:00.000-07:00,616147,Burnish and Inspection,5371-169-029,null,Model Value Stream,720,57,null,null,null,null,5371-169-029_BK EM-210-20FBB 90V,
2058-08-20T00:00:00.000-07:00,616084,Pack Station,5370-273-204,null,Model Value Stream,600,124,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2058-08-23T00:00:00.000-07:00,616043,Pack Station,5370-273-214,null,Model Value Stream,600,99,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2058-09-11T00:00:00.000-07:00,615469,Kitting,5370-169-218,3.183206,Model Value Stream,360,475,191,Part located by the Cafe.  Missing module label.,Incorrect Kitting Standard Time,Kitting distance,"5370-169-218_BRAKE EM-50-20MB, 24V",
2058-10-13T00:00:00.000-07:00,615546,Kitting,5370-273-214,2.599896,Model Value Stream,600,440,156,Could not kit in the 30 seconds time given.,Incorrect Kitting Standard Time,,5370-273-214_C/B UM-180-1020 90V GEN2,
2058-12-02T00:00:00.000-08:00,616013,Housing Assembly,5370-169-288,null,Model Value Stream,720,375,null,null,null,null,5370-169-288_BK EM-180-20FBB 24V GEN2,
2058-12-12T00:00:00.000-08:00,616001,Housing Assembly,5370-270-214,null,Model Value Stream,360,256,null,null,null,null,5370-270-214_CL EM-180-10 90V GEN2,
2059-02-14T00:00:00.000-08:00,616013,Burnish and Inspection,5370-169-288,null,Model Value Stream,720,60,null,null,null,null,5370-169-288_BK EM-180-20FBB 24V GEN2,
2059-02-26T00:00:00.000-08:00,615365,Burnish and Inspection,5370-273-204,null,Model Value Stream,600,342,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2059-03-31T00:00:00.000-07:00,498317,Pack Station,5370-170-211,null,Model Value Stream,360,43,null,null,null,null,5370-170-211_BK ASM EM-180/ERS-57 24V,
2059-04-13T00:00:00.000-07:00,615531,Pack Station,5370-273-214,null,Model Value Stream,600,104,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2059-04-17T00:00:00.000-07:00,615239,Kitting,5370-169-289,null,Model Value Stream,720,117,null,null,null,null,5370-169-289_BK EM-180-20FBB 90V GEN2,
2059-04-18T00:00:00.000-07:00,615269,Kitting,5370-169-289,null,Model Value Stream,720,104,null,null,null,null,5370-169-289_BK EM-180-20FBB 90V GEN2,
2059-04-26T00:00:00.000-07:00,550566,Kitting,5370-170-207,null,Model Value Stream,480,3,null,null,null,null,5370-170-207_BK ASM EM-50-20/ERS-49 90V,
2059-05-01T00:00:00.000-07:00,615180,Kitting,5370-170-207,2.116582,Model Value Stream,480,411,127,Work order is for 2 modules.,Incorrect Kitting Standard Time,,5370-170-207_BK ASM EM-50-20/ERS-49 90V,
2059-06-04T00:00:00.000-07:00,498316,Housing Assembly,5370-170-211,null,Model Value Stream,360,192,null,null,null,null,5370-170-211_BK ASM EM-180/ERS-57 24V,
2058-02-14T00:00:00.000-08:00,616084,Kitting,5370-273-204,null,Model Value Stream,600,109,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2058-03-07T00:00:00.000-08:00,616141,Kitting,5370-273-323,null,Model Value Stream,600,247,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-04-15T00:00:00.000-07:00,616148,Hub-Shaft-Armature Assembly,5371-169-029,63.097476,Model Value Stream,720,4506,3786,Op left half day,Punctuality/Attendance ,Operator Absent,5371-169-029_BK EM-210-20FBB 90V,
2058-05-19T00:00:00.000-07:00,616147,Housing Assembly,5371-169-029,76.16362,Model Value Stream,720,5290,4570,"Wait for 2039 hub, op machined 2053 hub ",Shared Equipment,,5371-169-029_BK EM-210-20FBB 90V,
2058-06-01T00:00:00.000-07:00,616001,Final Assembly,5370-270-214,null,Model Value Stream,360,null,null,null,null,null,5370-270-214_CL EM-180-10 90V GEN2,
2058-06-06T00:00:00.000-07:00,616006,Final Assembly,5370-270-214,null,Model Value Stream,360,null,null,null,null,null,5370-270-214_CL EM-180-10 90V GEN2,
2058-06-11T00:00:00.000-07:00,615292,Final Assembly,5370-273-238,null,Model Value Stream,600,261,null,null,null,null,5370-273-238_CBUM180-1020 90V SM-ST GEN2,
2058-06-20T00:00:00.000-07:00,616133,Final Assembly,5370-273-323,null,Model Value Stream,600,98,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-06-28T00:00:00.000-07:00,616212,Final Assembly,5371-169-034,null,Model Value Stream,480,2,null,null,null,null,5371-169-034_BK EM-210-20 24V,
2058-06-29T00:00:00.000-07:00,616007,Burnish and Inspection,5370-169-204,null,Model Value Stream,360,1,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2058-08-17T00:00:00.000-07:00,616004,Pack Station,5370-270-214,null,Model Value Stream,360,94,null,null,null,null,5370-270-214_CL EM-180-10 90V GEN2,
2058-08-31T00:00:00.000-07:00,616131,Pack Station,5370-273-323,null,Model Value Stream,600,88,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-09-26T00:00:00.000-07:00,616002,Kitting,5370-270-214,null,Model Value Stream,360,107,null,null,null,null,5370-270-214_CL EM-180-10 90V GEN2,
2058-10-07T00:00:00.000-07:00,615516,Kitting,5370-273-214,null,Model Value Stream,600,142,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2058-11-17T00:00:00.000-08:00,615526,Hub-Shaft-Armature Assembly,5370-273-214,null,Model Value Stream,600,256,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2058-11-27T00:00:00.000-08:00,615472,Housing Assembly,5370-169-288,null,Model Value Stream,720,604,null,null,null,null,5370-169-288_BK EM-180-20FBB 24V GEN2,
2058-12-17T00:00:00.000-08:00,615406,Housing Assembly,5370-273-204,null,Model Value Stream,600,24,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2059-01-03T00:00:00.000-08:00,615472,Final Assembly,5370-169-288,null,Model Value Stream,720,82,null,null,null,null,5370-169-288_BK EM-180-20FBB 24V GEN2,
2059-01-09T00:00:00.000-08:00,615367,Final Assembly,5370-169-289,null,Model Value Stream,720,130,null,null,null,null,5370-169-289_BK EM-180-20FBB 90V GEN2,
2059-01-11T00:00:00.000-08:00,615369,Final Assembly,5370-169-289,null,Model Value Stream,720,82,null,null,null,null,5370-169-289_BK EM-180-20FBB 90V GEN2,
2059-01-21T00:00:00.000-08:00,615365,Final Assembly,5370-273-204,null,Model Value Stream,600,215,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2059-02-03T00:00:00.000-08:00,615546,Final Assembly,5370-273-214,null,Model Value Stream,600,276,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2059-03-03T00:00:00.000-08:00,615506,Burnish and Inspection,5370-273-214,5.099796,Model Value Stream,600,906,306,Wait on housing- went over cycle time ,Long Machining Cycle Time,,5370-273-214_C/B UM-180-1020 90V GEN2,
2059-03-10T00:00:00.000-07:00,615541,Burnish and Inspection,5370-273-214,null,Model Value Stream,600,75,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2059-03-17T00:00:00.000-07:00,615473,Pack Station,5370-169-288,null,Model Value Stream,720,81,null,null,null,null,5370-169-288_BK EM-180-20FBB 24V GEN2,
2059-04-01T00:00:00.000-07:00,615413,Pack Station,5370-271-209,null,Model Value Stream,360,101,null,null,null,null,5370-271-209_CL UM-100-1040 90V GEN2,
2059-05-16T00:00:00.000-07:00,615033,Kitting,5371-273-084,null,Model Value Stream,720,60,null,null,null,null,5371-273-084_CL BK EUM-215-1020 90V,
2059-05-17T00:00:00.000-07:00,615038,Kitting,5371-273-084,null,Model Value Stream,720,47,null,null,null,null,5371-273-084_CL BK EUM-215-1020 90V,
2059-05-22T00:00:00.000-07:00,498317,Hub-Shaft-Armature Assembly,5370-170-211,null,Model Value Stream,360,221,null,null,null,null,5370-170-211_BK ASM EM-180/ERS-57 24V,
2058-03-28T00:00:00.000-07:00,616041,Hub-Shaft-Armature Assembly,5370-273-214,null,Model Value Stream,600,364,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2058-04-19T00:00:00.000-07:00,616007,Housing Assembly,5370-169-204,null,Model Value Stream,360,109,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2058-05-04T00:00:00.000-07:00,616043,Housing Assembly,5370-273-214,null,Model Value Stream,600,570,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2058-05-26T00:00:00.000-07:00,616009,Final Assembly,5370-169-204,null,Model Value Stream,360,98,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2058-06-03T00:00:00.000-07:00,616003,Final Assembly,5370-270-214,null,Model Value Stream,360,7,null,null,null,null,5370-270-214_CL EM-180-10 90V GEN2,
2058-06-14T00:00:00.000-07:00,615497,Final Assembly,5370-273-323,null,Model Value Stream,600,2,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-06-15T00:00:00.000-07:00,615498,Final Assembly,5370-273-323,null,Model Value Stream,600,244,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-07-08T00:00:00.000-07:00,616001,Burnish and Inspection,5370-270-214,null,Model Value Stream,360,114,null,null,null,null,5370-270-214_CL EM-180-10 90V GEN2,
2058-07-10T00:00:00.000-07:00,616003,Burnish and Inspection,5370-270-214,null,Model Value Stream,360,2,null,null,null,null,5370-270-214_CL EM-180-10 90V GEN2,
2058-07-29T00:00:00.000-07:00,616135,Burnish and Inspection,5370-273-323,2.849886,Model Value Stream,600,771,171,Wait for 0314 shaft and armature assembly ,Long Machining Cycle Time,,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-08-30T00:00:00.000-07:00,615500,Pack Station,5370-273-323,null,Model Value Stream,600,48,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-09-02T00:00:00.000-07:00,616133,Pack Station,5370-273-323,null,Model Value Stream,600,47,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2058-09-08T00:00:00.000-07:00,616212,Pack Station,5371-169-034,null,Model Value Stream,480,83,null,null,null,null,5371-169-034_BK EM-210-20 24V,
2058-10-04T00:00:00.000-07:00,615501,Kitting,5370-273-214,4.466488,Model Value Stream,600,552,268,Waiting for data entry.  Can't kit in this amount of time.,Incorrect Kitting Standard Time,,5370-273-214_C/B UM-180-1020 90V GEN2,
2058-10-25T00:00:00.000-07:00,615367,Hub-Shaft-Armature Assembly,5370-169-289,null,Model Value Stream,720,7,null,null,null,null,5370-169-289_BK EM-180-20FBB 90V GEN2,
2058-11-07T00:00:00.000-08:00,615364,Hub-Shaft-Armature Assembly,5370-273-204,null,Model Value Stream,600,596,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2058-11-10T00:00:00.000-08:00,615406,Hub-Shaft-Armature Assembly,5370-273-204,null,Model Value Stream,600,275,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2058-11-19T00:00:00.000-08:00,615536,Hub-Shaft-Armature Assembly,5370-273-214,null,Model Value Stream,600,46,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2058-11-20T00:00:00.000-08:00,615541,Hub-Shaft-Armature Assembly,5370-273-214,null,Model Value Stream,600,76,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2058-12-14T00:00:00.000-08:00,615364,Housing Assembly,5370-273-204,null,Model Value Stream,600,246,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2058-12-26T00:00:00.000-08:00,615536,Housing Assembly,5370-273-214,null,Model Value Stream,600,242,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2058-12-31T00:00:00.000-08:00,615469,Final Assembly,5370-169-218,null,Model Value Stream,360,73,null,null,null,null,"5370-169-218_BRAKE EM-50-20MB, 24V",
2059-01-10T00:00:00.000-08:00,615368,Final Assembly,5370-169-289,null,Model Value Stream,720,113,null,null,null,null,5370-169-289_BK EM-180-20FBB 90V GEN2,
2059-02-06T00:00:00.000-08:00,615469,Burnish and Inspection,5370-169-218,null,Model Value Stream,360,37,null,null,null,null,"5370-169-218_BRAKE EM-50-20MB, 24V",
2059-02-13T00:00:00.000-08:00,616012,Burnish and Inspection,5370-169-288,null,Model Value Stream,720,442,null,null,null,null,5370-169-288_BK EM-180-20FBB 24V GEN2,
2059-02-15T00:00:00.000-08:00,615367,Burnish and Inspection,5370-169-289,3.99984,Model Value Stream,720,960,240,Long burnish cycle time ,Burnish Rig,Waiting on Burnish Rig,5370-169-289_BK EM-180-20FBB 90V GEN2,
2059-02-21T00:00:00.000-08:00,573795,Burnish and Inspection,5370-170-207,null,Model Value Stream,480,139,null,null,null,null,5370-170-207_BK ASM EM-50-20/ERS-49 90V,
2059-04-07T00:00:00.000-07:00,615501,Pack Station,5370-273-214,null,Model Value Stream,600,142,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2059-05-12T00:00:00.000-07:00,615366,Kitting,5370-273-204,null,Model Value Stream,600,null,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2058-03-13T00:00:00.000-07:00,616147,Kitting,5371-169-029,null,Model Value Stream,720,199,null,null,null,null,5371-169-029_BK EM-210-20FBB 90V,
2058-03-24T00:00:00.000-07:00,615470,Hub-Shaft-Armature Assembly,5370-170-212,3.633188,Model Value Stream,360,578,218,"No board, cycle time counting down automatically ",Shared Equipment,,5370-170-212_BK ASM EM-180/ERS-57 90V,
2058-04-10T00:00:00.000-07:00,616134,Hub-Shaft-Armature Assembly,5370-273-323,4.699812,Model Value Stream,600,882,282,Machined wrong shaft ,Operator Error/Mistake,,5370-273-323_HD C/B UM180-1020 90V GEN2,
